"gemeinde_kennziffer";"metrik";"l_untergrenze";"exponierte";"l_zentral";"quelle";"kartierungsumfang";"datenquelle"
"06432011";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432011";"lnight";"50";"343";"52";"Straße";"major";"Bundesland"
"06432011";"lnight";"55";"282";"57";"Straße";"major";"Bundesland"
"06432011";"lnight";"60";"174";"62";"Straße";"major";"Bundesland"
"06432011";"lnight";"65";"1";"67";"Straße";"major";"Bundesland"
"06432011";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432012";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"06432012";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"06432012";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"06432012";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06432012";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432012";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"06432012";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"06432012";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"06432012";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432012";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432013";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"06432013";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"06432013";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"06432013";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06432013";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432013";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"06432013";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"06432013";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"06432013";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432013";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432014";"lden";"55";"364";"57";"Straße";"major";"Bundesland"
"06432014";"lden";"60";"189";"62";"Straße";"major";"Bundesland"
"06432014";"lden";"65";"117";"67";"Straße";"major";"Bundesland"
"06432014";"lden";"70";"64";"72";"Straße";"major";"Bundesland"
"06432014";"lden";"75";"15";"77";"Straße";"major";"Bundesland"
"06432014";"lnight";"50";"207";"52";"Straße";"major";"Bundesland"
"06432014";"lnight";"55";"132";"57";"Straße";"major";"Bundesland"
"06432014";"lnight";"60";"91";"62";"Straße";"major";"Bundesland"
"06432014";"lnight";"65";"19";"67";"Straße";"major";"Bundesland"
"06432014";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432015";"lden";"55";"762";"57";"Straße";"major";"Bundesland"
"06432015";"lden";"60";"364";"62";"Straße";"major";"Bundesland"
"06432015";"lden";"65";"257";"67";"Straße";"major";"Bundesland"
"06432015";"lden";"70";"315";"72";"Straße";"major";"Bundesland"
"06432015";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432015";"lnight";"50";"501";"52";"Straße";"major";"Bundesland"
"06432015";"lnight";"55";"271";"57";"Straße";"major";"Bundesland"
"06432015";"lnight";"60";"333";"62";"Straße";"major";"Bundesland"
"06432015";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432015";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432016";"lden";"55";"426";"57";"Straße";"major";"Bundesland"
"06432016";"lden";"60";"286";"62";"Straße";"major";"Bundesland"
"06432016";"lden";"65";"217";"67";"Straße";"major";"Bundesland"
"06432016";"lden";"70";"35";"72";"Straße";"major";"Bundesland"
"06432016";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432016";"lnight";"50";"311";"52";"Straße";"major";"Bundesland"
"06432016";"lnight";"55";"184";"57";"Straße";"major";"Bundesland"
"06432016";"lnight";"60";"106";"62";"Straße";"major";"Bundesland"
"06432016";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432016";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432017";"lden";"55";"2";"57";"Straße";"major";"Bundesland"
"06432017";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"06432017";"lden";"65";"2";"67";"Straße";"major";"Bundesland"
"06432017";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06432017";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432017";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"06432017";"lnight";"55";"1";"57";"Straße";"major";"Bundesland"
"06432017";"lnight";"60";"1";"62";"Straße";"major";"Bundesland"
"06432017";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432017";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432018";"lden";"55";"6381";"57";"Straße";"major";"Bundesland"
"06432018";"lden";"60";"2860";"62";"Straße";"major";"Bundesland"
"06432018";"lden";"65";"938";"67";"Straße";"major";"Bundesland"
"06432018";"lden";"70";"174";"72";"Straße";"major";"Bundesland"
"06432018";"lden";"75";"2";"77";"Straße";"major";"Bundesland"
"06432018";"lnight";"50";"4756";"52";"Straße";"major";"Bundesland"
"06432018";"lnight";"55";"1617";"57";"Straße";"major";"Bundesland"
"06432018";"lnight";"60";"464";"62";"Straße";"major";"Bundesland"
"06432018";"lnight";"65";"4";"67";"Straße";"major";"Bundesland"
"06432018";"lnight";"70";"2";"72";"Straße";"major";"Bundesland"
"06432019";"lden";"55";"461";"57";"Straße";"major";"Bundesland"
"06432019";"lden";"60";"155";"62";"Straße";"major";"Bundesland"
"06432019";"lden";"65";"154";"67";"Straße";"major";"Bundesland"
"06432019";"lden";"70";"185";"72";"Straße";"major";"Bundesland"
"06432019";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432019";"lnight";"50";"214";"52";"Straße";"major";"Bundesland"
"06432019";"lnight";"55";"171";"57";"Straße";"major";"Bundesland"
"06432019";"lnight";"60";"196";"62";"Straße";"major";"Bundesland"
"06432019";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432019";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432020";"lden";"55";"1055";"57";"Straße";"major";"Bundesland"
"06432020";"lden";"60";"394";"62";"Straße";"major";"Bundesland"
"06432020";"lden";"65";"291";"67";"Straße";"major";"Bundesland"
"06432020";"lden";"70";"317";"72";"Straße";"major";"Bundesland"
"06432020";"lden";"75";"3";"77";"Straße";"major";"Bundesland"
"06432020";"lnight";"50";"527";"52";"Straße";"major";"Bundesland"
"06432020";"lnight";"55";"327";"57";"Straße";"major";"Bundesland"
"06432020";"lnight";"60";"339";"62";"Straße";"major";"Bundesland"
"06432020";"lnight";"65";"9";"67";"Straße";"major";"Bundesland"
"06432020";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432021";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"06432021";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"06432021";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"06432021";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06432021";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432021";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"06432021";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"06432021";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"06432021";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432021";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432022";"lden";"55";"907";"57";"Straße";"major";"Bundesland"
"06432022";"lden";"60";"345";"62";"Straße";"major";"Bundesland"
"06432022";"lden";"65";"216";"67";"Straße";"major";"Bundesland"
"06432022";"lden";"70";"65";"72";"Straße";"major";"Bundesland"
"06432022";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06432022";"lnight";"50";"462";"52";"Straße";"major";"Bundesland"
"06432022";"lnight";"55";"239";"57";"Straße";"major";"Bundesland"
"06432022";"lnight";"60";"72";"62";"Straße";"major";"Bundesland"
"06432022";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06432022";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06432023";"lden";"55";"5070";"57";"Straße";"major";"Bundesland"
"06432023";"lden";"60";"3053";"62";"Straße";"major";"Bundesland"
"06432023";"lden";"65";"1524";"67";"Straße";"major";"Bundesland"
"06432023";"lden";"70";"467";"72";"Straße";"major";"Bundesland"
"06432023";"lden";"75";"5";"77";"Straße";"major";"Bundesland"
"06432023";"lnight";"50";"4238";"52";"Straße";"major";"Bundesland"
"06432023";"lnight";"55";"2223";"57";"Straße";"major";"Bundesland"
"06432023";"lnight";"60";"860";"62";"Straße";"major";"Bundesland"
"06432023";"lnight";"65";"98";"67";"Straße";"major";"Bundesland"
"06432023";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433001";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"06433001";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"06433001";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"06433001";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06433001";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06433001";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"06433001";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"06433001";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"06433001";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06433001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433002";"lden";"55";"3847";"57";"Straße";"major";"Bundesland"
"06433002";"lden";"60";"1782";"62";"Straße";"major";"Bundesland"
"06433002";"lden";"65";"901";"67";"Straße";"major";"Bundesland"
"06433002";"lden";"70";"289";"72";"Straße";"major";"Bundesland"
"06433002";"lden";"75";"9";"77";"Straße";"major";"Bundesland"
"06433002";"lnight";"50";"2941";"52";"Straße";"major";"Bundesland"
"06433002";"lnight";"55";"1323";"57";"Straße";"major";"Bundesland"
"06433002";"lnight";"60";"502";"62";"Straße";"major";"Bundesland"
"06433002";"lnight";"65";"34";"67";"Straße";"major";"Bundesland"
"06433002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433003";"lden";"55";"2327";"57";"Straße";"major";"Bundesland"
"06433003";"lden";"60";"984";"62";"Straße";"major";"Bundesland"
"06433003";"lden";"65";"639";"67";"Straße";"major";"Bundesland"
"06433003";"lden";"70";"190";"72";"Straße";"major";"Bundesland"
"06433003";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06433003";"lnight";"50";"1508";"52";"Straße";"major";"Bundesland"
"06433003";"lnight";"55";"777";"57";"Straße";"major";"Bundesland"
"06433003";"lnight";"60";"373";"62";"Straße";"major";"Bundesland"
"06433003";"lnight";"65";"13";"67";"Straße";"major";"Bundesland"
"06433003";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433004";"lden";"55";"429";"57";"Straße";"major";"Bundesland"
"06433004";"lden";"60";"225";"62";"Straße";"major";"Bundesland"
"06433004";"lden";"65";"188";"67";"Straße";"major";"Bundesland"
"06433004";"lden";"70";"77";"72";"Straße";"major";"Bundesland"
"06433004";"lden";"75";"1";"77";"Straße";"major";"Bundesland"
"06433004";"lnight";"50";"331";"52";"Straße";"major";"Bundesland"
"06433004";"lnight";"55";"182";"57";"Straße";"major";"Bundesland"
"06433004";"lnight";"60";"114";"62";"Straße";"major";"Bundesland"
"06433004";"lnight";"65";"10";"67";"Straße";"major";"Bundesland"
"06433004";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433005";"lden";"55";"3775";"57";"Straße";"major";"Bundesland"
"06433005";"lden";"60";"2066";"62";"Straße";"major";"Bundesland"
"06433005";"lden";"65";"789";"67";"Straße";"major";"Bundesland"
"06433005";"lden";"70";"409";"72";"Straße";"major";"Bundesland"
"06433005";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06433005";"lnight";"50";"3091";"52";"Straße";"major";"Bundesland"
"06433005";"lnight";"55";"1322";"57";"Straße";"major";"Bundesland"
"06433005";"lnight";"60";"515";"62";"Straße";"major";"Bundesland"
"06433005";"lnight";"65";"1";"67";"Straße";"major";"Bundesland"
"06433005";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433006";"lden";"55";"3010";"57";"Straße";"major";"Bundesland"
"06433006";"lden";"60";"1384";"62";"Straße";"major";"Bundesland"
"06433006";"lden";"65";"879";"67";"Straße";"major";"Bundesland"
"06433006";"lden";"70";"352";"72";"Straße";"major";"Bundesland"
"06433006";"lden";"75";"6";"77";"Straße";"major";"Bundesland"
"06433006";"lnight";"50";"2147";"52";"Straße";"major";"Bundesland"
"06433006";"lnight";"55";"1049";"57";"Straße";"major";"Bundesland"
"06433006";"lnight";"60";"526";"62";"Straße";"major";"Bundesland"
"06433006";"lnight";"65";"38";"67";"Straße";"major";"Bundesland"
"06433006";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433007";"lden";"55";"3207";"57";"Straße";"major";"Bundesland"
"06433007";"lden";"60";"1259";"62";"Straße";"major";"Bundesland"
"06433007";"lden";"65";"532";"67";"Straße";"major";"Bundesland"
"06433007";"lden";"70";"76";"72";"Straße";"major";"Bundesland"
"06433007";"lden";"75";"3";"77";"Straße";"major";"Bundesland"
"06433007";"lnight";"50";"2085";"52";"Straße";"major";"Bundesland"
"06433007";"lnight";"55";"735";"57";"Straße";"major";"Bundesland"
"06433007";"lnight";"60";"117";"62";"Straße";"major";"Bundesland"
"06433007";"lnight";"65";"9";"67";"Straße";"major";"Bundesland"
"06433007";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433008";"lden";"55";"3635";"57";"Straße";"major";"Bundesland"
"06433008";"lden";"60";"3240";"62";"Straße";"major";"Bundesland"
"06433008";"lden";"65";"1643";"67";"Straße";"major";"Bundesland"
"06433008";"lden";"70";"896";"72";"Straße";"major";"Bundesland"
"06433008";"lden";"75";"28";"77";"Straße";"major";"Bundesland"
"06433008";"lnight";"50";"2918";"52";"Straße";"major";"Bundesland"
"06433008";"lnight";"55";"2922";"57";"Straße";"major";"Bundesland"
"06433008";"lnight";"60";"1250";"62";"Straße";"major";"Bundesland"
"06433008";"lnight";"65";"66";"67";"Straße";"major";"Bundesland"
"06433008";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433009";"lden";"55";"1631";"57";"Straße";"major";"Bundesland"
"06433009";"lden";"60";"473";"62";"Straße";"major";"Bundesland"
"06433009";"lden";"65";"134";"67";"Straße";"major";"Bundesland"
"06433009";"lden";"70";"40";"72";"Straße";"major";"Bundesland"
"06433009";"lden";"75";"7";"77";"Straße";"major";"Bundesland"
"06433009";"lnight";"50";"920";"52";"Straße";"major";"Bundesland"
"06433009";"lnight";"55";"249";"57";"Straße";"major";"Bundesland"
"06433009";"lnight";"60";"71";"62";"Straße";"major";"Bundesland"
"06433009";"lnight";"65";"13";"67";"Straße";"major";"Bundesland"
"06433009";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433010";"lden";"55";"2028";"57";"Straße";"major";"Bundesland"
"06433010";"lden";"60";"437";"62";"Straße";"major";"Bundesland"
"06433010";"lden";"65";"153";"67";"Straße";"major";"Bundesland"
"06433010";"lden";"70";"16";"72";"Straße";"major";"Bundesland"
"06433010";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06433010";"lnight";"50";"964";"52";"Straße";"major";"Bundesland"
"06433010";"lnight";"55";"295";"57";"Straße";"major";"Bundesland"
"06433010";"lnight";"60";"17";"62";"Straße";"major";"Bundesland"
"06433010";"lnight";"65";"5";"67";"Straße";"major";"Bundesland"
"06433010";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433011";"lden";"55";"299";"57";"Straße";"major";"Bundesland"
"06433011";"lden";"60";"22";"62";"Straße";"major";"Bundesland"
"06433011";"lden";"65";"2";"67";"Straße";"major";"Bundesland"
"06433011";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06433011";"lden";"75";"3";"77";"Straße";"major";"Bundesland"
"06433011";"lnight";"50";"63";"52";"Straße";"major";"Bundesland"
"06433011";"lnight";"55";"3";"57";"Straße";"major";"Bundesland"
"06433011";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"06433011";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06433011";"lnight";"70";"3";"72";"Straße";"major";"Bundesland"
"06433012";"lden";"55";"14437";"57";"Straße";"major";"Bundesland"
"06433012";"lden";"60";"6947";"62";"Straße";"major";"Bundesland"
"06433012";"lden";"65";"3875";"67";"Straße";"major";"Bundesland"
"06433012";"lden";"70";"1188";"72";"Straße";"major";"Bundesland"
"06433012";"lden";"75";"328";"77";"Straße";"major";"Bundesland"
"06433012";"lnight";"50";"10680";"52";"Straße";"major";"Bundesland"
"06433012";"lnight";"55";"5315";"57";"Straße";"major";"Bundesland"
"06433012";"lnight";"60";"2018";"62";"Straße";"major";"Bundesland"
"06433012";"lnight";"65";"238";"67";"Straße";"major";"Bundesland"
"06433012";"lnight";"70";"191";"72";"Straße";"major";"Bundesland"
"06433013";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"06433013";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"06433013";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"06433013";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06433013";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06433013";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"06433013";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"06433013";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"06433013";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06433013";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06433014";"lden";"55";"180";"57";"Straße";"major";"Bundesland"
"06433014";"lden";"60";"136";"62";"Straße";"major";"Bundesland"
"06433014";"lden";"65";"155";"67";"Straße";"major";"Bundesland"
"06433014";"lden";"70";"124";"72";"Straße";"major";"Bundesland"
"06433014";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06433014";"lnight";"50";"139";"52";"Straße";"major";"Bundesland"
"06433014";"lnight";"55";"158";"57";"Straße";"major";"Bundesland"
"06433014";"lnight";"60";"132";"62";"Straße";"major";"Bundesland"
"06433014";"lnight";"65";"1";"67";"Straße";"major";"Bundesland"
"06433014";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06434001";"lden";"55";"4444";"57";"Straße";"major";"Bundesland"
"06434001";"lden";"60";"1685";"62";"Straße";"major";"Bundesland"
"06434001";"lden";"65";"1147";"67";"Straße";"major";"Bundesland"
"06434001";"lden";"70";"865";"72";"Straße";"major";"Bundesland"
"06434001";"lden";"75";"6";"77";"Straße";"major";"Bundesland"
"06434001";"lnight";"50";"2651";"52";"Straße";"major";"Bundesland"
"06434001";"lnight";"55";"1210";"57";"Straße";"major";"Bundesland"
"06434001";"lnight";"60";"1016";"62";"Straße";"major";"Bundesland"
"06434001";"lnight";"65";"29";"67";"Straße";"major";"Bundesland"
"06434001";"lnight";"70";"1";"72";"Straße";"major";"Bundesland"
"06434002";"lden";"55";"5729";"57";"Straße";"major";"Bundesland"
"06434002";"lden";"60";"1915";"62";"Straße";"major";"Bundesland"
"06434002";"lden";"65";"819";"67";"Straße";"major";"Bundesland"
"06434002";"lden";"70";"114";"72";"Straße";"major";"Bundesland"
"06434002";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06434002";"lnight";"50";"3810";"52";"Straße";"major";"Bundesland"
"06434002";"lnight";"55";"1323";"57";"Straße";"major";"Bundesland"
"06434002";"lnight";"60";"238";"62";"Straße";"major";"Bundesland"
"06434002";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"06434002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"06434003";"lden";"55";"38";"57";"Straße";"major";"Bundesland"
"06434003";"lden";"60";"29";"62";"Straße";"major";"Bundesland"
"06434003";"lden";"65";"23";"67";"Straße";"major";"Bundesland"
"06434003";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"06434003";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"06434003";"lnight";"50";"42";"52";"Straße";"major";"Bundesland"
"06434003";"lnight";"55";"25";"57";"Straße";"major";"Bundesland"
"06434003";"lnight";"60";"2";"62";"Straße";"major";"Bundesland"
"06434003";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
