"gemeinde_kennziffer";"l_untergrenze";"l_zentral";"metrik";"exponierte";"quelle";"kartierungsumfang";"datenquelle"
"06432011";"60";"62";"lnight";"174";"Straße";"major";"Bundesland"
"06432011";"65";"67";"lnight";"1";"Straße";"major";"Bundesland"
"06432011";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432012";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06432012";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06432012";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06432012";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06432012";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432012";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06432012";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06432012";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06432012";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432012";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432013";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06432013";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06432013";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06432013";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06432013";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432013";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06432013";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06432013";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06432013";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432013";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432014";"55";"57";"lden";"364";"Straße";"major";"Bundesland"
"06432014";"60";"62";"lden";"189";"Straße";"major";"Bundesland"
"06432014";"65";"67";"lden";"117";"Straße";"major";"Bundesland"
"06432014";"70";"72";"lden";"64";"Straße";"major";"Bundesland"
"06432014";"75";"77";"lden";"15";"Straße";"major";"Bundesland"
"06432014";"50";"52";"lnight";"207";"Straße";"major";"Bundesland"
"06432014";"55";"57";"lnight";"132";"Straße";"major";"Bundesland"
"06432014";"60";"62";"lnight";"91";"Straße";"major";"Bundesland"
"06432014";"65";"67";"lnight";"19";"Straße";"major";"Bundesland"
"06432014";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432015";"55";"57";"lden";"762";"Straße";"major";"Bundesland"
"06432015";"60";"62";"lden";"364";"Straße";"major";"Bundesland"
"06432015";"65";"67";"lden";"257";"Straße";"major";"Bundesland"
"06432015";"70";"72";"lden";"315";"Straße";"major";"Bundesland"
"06432015";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432015";"50";"52";"lnight";"501";"Straße";"major";"Bundesland"
"06432015";"55";"57";"lnight";"271";"Straße";"major";"Bundesland"
"06432015";"60";"62";"lnight";"333";"Straße";"major";"Bundesland"
"06432015";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432015";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432016";"55";"57";"lden";"426";"Straße";"major";"Bundesland"
"06432016";"60";"62";"lden";"286";"Straße";"major";"Bundesland"
"06432016";"65";"67";"lden";"217";"Straße";"major";"Bundesland"
"06432016";"70";"72";"lden";"35";"Straße";"major";"Bundesland"
"06432016";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432016";"50";"52";"lnight";"311";"Straße";"major";"Bundesland"
"06432016";"55";"57";"lnight";"184";"Straße";"major";"Bundesland"
"06432016";"60";"62";"lnight";"106";"Straße";"major";"Bundesland"
"06432016";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432016";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432017";"55";"57";"lden";"2";"Straße";"major";"Bundesland"
"06432017";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06432017";"65";"67";"lden";"2";"Straße";"major";"Bundesland"
"06432017";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06432017";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432017";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06432017";"55";"57";"lnight";"1";"Straße";"major";"Bundesland"
"06432017";"60";"62";"lnight";"1";"Straße";"major";"Bundesland"
"06432017";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432017";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432018";"55";"57";"lden";"6381";"Straße";"major";"Bundesland"
"06432018";"60";"62";"lden";"2860";"Straße";"major";"Bundesland"
"06432018";"65";"67";"lden";"938";"Straße";"major";"Bundesland"
"06432018";"70";"72";"lden";"174";"Straße";"major";"Bundesland"
"06432018";"75";"77";"lden";"2";"Straße";"major";"Bundesland"
"06432018";"50";"52";"lnight";"4756";"Straße";"major";"Bundesland"
"06432018";"55";"57";"lnight";"1617";"Straße";"major";"Bundesland"
"06432018";"60";"62";"lnight";"464";"Straße";"major";"Bundesland"
"06432018";"65";"67";"lnight";"4";"Straße";"major";"Bundesland"
"06432018";"70";"72";"lnight";"2";"Straße";"major";"Bundesland"
"06432019";"55";"57";"lden";"461";"Straße";"major";"Bundesland"
"06432019";"60";"62";"lden";"155";"Straße";"major";"Bundesland"
"06432019";"65";"67";"lden";"154";"Straße";"major";"Bundesland"
"06432019";"70";"72";"lden";"185";"Straße";"major";"Bundesland"
"06432019";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432019";"50";"52";"lnight";"214";"Straße";"major";"Bundesland"
"06432019";"55";"57";"lnight";"171";"Straße";"major";"Bundesland"
"06432019";"60";"62";"lnight";"196";"Straße";"major";"Bundesland"
"06432019";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432019";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432020";"55";"57";"lden";"1055";"Straße";"major";"Bundesland"
"06432020";"60";"62";"lden";"394";"Straße";"major";"Bundesland"
"06432020";"65";"67";"lden";"291";"Straße";"major";"Bundesland"
"06432020";"70";"72";"lden";"317";"Straße";"major";"Bundesland"
"06432020";"75";"77";"lden";"3";"Straße";"major";"Bundesland"
"06432020";"50";"52";"lnight";"527";"Straße";"major";"Bundesland"
"06432020";"55";"57";"lnight";"327";"Straße";"major";"Bundesland"
"06432020";"60";"62";"lnight";"339";"Straße";"major";"Bundesland"
"06432020";"65";"67";"lnight";"9";"Straße";"major";"Bundesland"
"06432020";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432021";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06432021";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06432021";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06432021";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06432021";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432021";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06432021";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06432021";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06432021";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432021";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432022";"55";"57";"lden";"907";"Straße";"major";"Bundesland"
"06432022";"60";"62";"lden";"345";"Straße";"major";"Bundesland"
"06432022";"65";"67";"lden";"216";"Straße";"major";"Bundesland"
"06432022";"70";"72";"lden";"65";"Straße";"major";"Bundesland"
"06432022";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06432022";"50";"52";"lnight";"462";"Straße";"major";"Bundesland"
"06432022";"55";"57";"lnight";"239";"Straße";"major";"Bundesland"
"06432022";"60";"62";"lnight";"72";"Straße";"major";"Bundesland"
"06432022";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06432022";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06432023";"55";"57";"lden";"5070";"Straße";"major";"Bundesland"
"06432023";"60";"62";"lden";"3053";"Straße";"major";"Bundesland"
"06432023";"65";"67";"lden";"1524";"Straße";"major";"Bundesland"
"06432023";"70";"72";"lden";"467";"Straße";"major";"Bundesland"
"06432023";"75";"77";"lden";"5";"Straße";"major";"Bundesland"
"06432023";"50";"52";"lnight";"4238";"Straße";"major";"Bundesland"
"06432023";"55";"57";"lnight";"2223";"Straße";"major";"Bundesland"
"06432023";"60";"62";"lnight";"860";"Straße";"major";"Bundesland"
"06432023";"65";"67";"lnight";"98";"Straße";"major";"Bundesland"
"06432023";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433001";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06433001";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06433001";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06433001";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06433001";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06433001";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06433001";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06433001";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06433001";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06433001";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433002";"55";"57";"lden";"3847";"Straße";"major";"Bundesland"
"06433002";"60";"62";"lden";"1782";"Straße";"major";"Bundesland"
"06433002";"65";"67";"lden";"901";"Straße";"major";"Bundesland"
"06433002";"70";"72";"lden";"289";"Straße";"major";"Bundesland"
"06433002";"75";"77";"lden";"9";"Straße";"major";"Bundesland"
"06433002";"50";"52";"lnight";"2941";"Straße";"major";"Bundesland"
"06433002";"55";"57";"lnight";"1323";"Straße";"major";"Bundesland"
"06433002";"60";"62";"lnight";"502";"Straße";"major";"Bundesland"
"06433002";"65";"67";"lnight";"34";"Straße";"major";"Bundesland"
"06433002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433003";"55";"57";"lden";"2327";"Straße";"major";"Bundesland"
"06433003";"60";"62";"lden";"984";"Straße";"major";"Bundesland"
"06433003";"65";"67";"lden";"639";"Straße";"major";"Bundesland"
"06433003";"70";"72";"lden";"190";"Straße";"major";"Bundesland"
"06433003";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06433003";"50";"52";"lnight";"1508";"Straße";"major";"Bundesland"
"06433003";"55";"57";"lnight";"777";"Straße";"major";"Bundesland"
"06433003";"60";"62";"lnight";"373";"Straße";"major";"Bundesland"
"06433003";"65";"67";"lnight";"13";"Straße";"major";"Bundesland"
"06433003";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433004";"55";"57";"lden";"429";"Straße";"major";"Bundesland"
"06433004";"60";"62";"lden";"225";"Straße";"major";"Bundesland"
"06433004";"65";"67";"lden";"188";"Straße";"major";"Bundesland"
"06433004";"70";"72";"lden";"77";"Straße";"major";"Bundesland"
"06433004";"75";"77";"lden";"1";"Straße";"major";"Bundesland"
"06433004";"50";"52";"lnight";"331";"Straße";"major";"Bundesland"
"06433004";"55";"57";"lnight";"182";"Straße";"major";"Bundesland"
"06433004";"60";"62";"lnight";"114";"Straße";"major";"Bundesland"
"06433004";"65";"67";"lnight";"10";"Straße";"major";"Bundesland"
"06433004";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433005";"55";"57";"lden";"3775";"Straße";"major";"Bundesland"
"06433005";"60";"62";"lden";"2066";"Straße";"major";"Bundesland"
"06433005";"65";"67";"lden";"789";"Straße";"major";"Bundesland"
"06433005";"70";"72";"lden";"409";"Straße";"major";"Bundesland"
"06433005";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06433005";"50";"52";"lnight";"3091";"Straße";"major";"Bundesland"
"06433005";"55";"57";"lnight";"1322";"Straße";"major";"Bundesland"
"06433005";"60";"62";"lnight";"515";"Straße";"major";"Bundesland"
"06433005";"65";"67";"lnight";"1";"Straße";"major";"Bundesland"
"06433005";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433006";"55";"57";"lden";"3010";"Straße";"major";"Bundesland"
"06433006";"60";"62";"lden";"1384";"Straße";"major";"Bundesland"
"06433006";"65";"67";"lden";"879";"Straße";"major";"Bundesland"
"06433006";"70";"72";"lden";"352";"Straße";"major";"Bundesland"
"06433006";"75";"77";"lden";"6";"Straße";"major";"Bundesland"
"06433006";"50";"52";"lnight";"2147";"Straße";"major";"Bundesland"
"06433006";"55";"57";"lnight";"1049";"Straße";"major";"Bundesland"
"06433006";"60";"62";"lnight";"526";"Straße";"major";"Bundesland"
"06433006";"65";"67";"lnight";"38";"Straße";"major";"Bundesland"
"06433006";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433007";"55";"57";"lden";"3207";"Straße";"major";"Bundesland"
"06433007";"60";"62";"lden";"1259";"Straße";"major";"Bundesland"
"06433007";"65";"67";"lden";"532";"Straße";"major";"Bundesland"
"06433007";"70";"72";"lden";"76";"Straße";"major";"Bundesland"
"06433007";"75";"77";"lden";"3";"Straße";"major";"Bundesland"
"06433007";"50";"52";"lnight";"2085";"Straße";"major";"Bundesland"
"06433007";"55";"57";"lnight";"735";"Straße";"major";"Bundesland"
"06433007";"60";"62";"lnight";"117";"Straße";"major";"Bundesland"
"06433007";"65";"67";"lnight";"9";"Straße";"major";"Bundesland"
"06433007";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433008";"55";"57";"lden";"3635";"Straße";"major";"Bundesland"
"06433008";"60";"62";"lden";"3240";"Straße";"major";"Bundesland"
"06433008";"65";"67";"lden";"1643";"Straße";"major";"Bundesland"
"06433008";"70";"72";"lden";"896";"Straße";"major";"Bundesland"
"06433008";"75";"77";"lden";"28";"Straße";"major";"Bundesland"
"06433008";"50";"52";"lnight";"2918";"Straße";"major";"Bundesland"
"06433008";"55";"57";"lnight";"2922";"Straße";"major";"Bundesland"
"06433008";"60";"62";"lnight";"1250";"Straße";"major";"Bundesland"
"06433008";"65";"67";"lnight";"66";"Straße";"major";"Bundesland"
"06433008";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433009";"55";"57";"lden";"1631";"Straße";"major";"Bundesland"
"06433009";"60";"62";"lden";"473";"Straße";"major";"Bundesland"
"06433009";"65";"67";"lden";"134";"Straße";"major";"Bundesland"
"06433009";"70";"72";"lden";"40";"Straße";"major";"Bundesland"
"06433009";"75";"77";"lden";"7";"Straße";"major";"Bundesland"
"06433009";"50";"52";"lnight";"920";"Straße";"major";"Bundesland"
"06433009";"55";"57";"lnight";"249";"Straße";"major";"Bundesland"
"06433009";"60";"62";"lnight";"71";"Straße";"major";"Bundesland"
"06433009";"65";"67";"lnight";"13";"Straße";"major";"Bundesland"
"06433009";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433010";"55";"57";"lden";"2028";"Straße";"major";"Bundesland"
"06433010";"60";"62";"lden";"437";"Straße";"major";"Bundesland"
"06433010";"65";"67";"lden";"153";"Straße";"major";"Bundesland"
"06433010";"70";"72";"lden";"16";"Straße";"major";"Bundesland"
"06433010";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06433010";"50";"52";"lnight";"964";"Straße";"major";"Bundesland"
"06433010";"55";"57";"lnight";"295";"Straße";"major";"Bundesland"
"06433010";"60";"62";"lnight";"17";"Straße";"major";"Bundesland"
"06433010";"65";"67";"lnight";"5";"Straße";"major";"Bundesland"
"06433010";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433011";"55";"57";"lden";"299";"Straße";"major";"Bundesland"
"06433011";"60";"62";"lden";"22";"Straße";"major";"Bundesland"
"06433011";"65";"67";"lden";"2";"Straße";"major";"Bundesland"
"06433011";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06433011";"75";"77";"lden";"3";"Straße";"major";"Bundesland"
"06433011";"50";"52";"lnight";"63";"Straße";"major";"Bundesland"
"06433011";"55";"57";"lnight";"3";"Straße";"major";"Bundesland"
"06433011";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06433011";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06433011";"70";"72";"lnight";"3";"Straße";"major";"Bundesland"
"06433012";"55";"57";"lden";"14437";"Straße";"major";"Bundesland"
"06433012";"60";"62";"lden";"6947";"Straße";"major";"Bundesland"
"06433012";"65";"67";"lden";"3875";"Straße";"major";"Bundesland"
"06433012";"70";"72";"lden";"1188";"Straße";"major";"Bundesland"
"06433012";"75";"77";"lden";"328";"Straße";"major";"Bundesland"
"06433012";"50";"52";"lnight";"10680";"Straße";"major";"Bundesland"
"06433012";"55";"57";"lnight";"5315";"Straße";"major";"Bundesland"
"06433012";"60";"62";"lnight";"2018";"Straße";"major";"Bundesland"
"06433012";"65";"67";"lnight";"238";"Straße";"major";"Bundesland"
"06433012";"70";"72";"lnight";"191";"Straße";"major";"Bundesland"
"06433013";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06433013";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06433013";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06433013";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06433013";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06433013";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06433013";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06433013";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06433013";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06433013";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06433014";"55";"57";"lden";"180";"Straße";"major";"Bundesland"
"06433014";"60";"62";"lden";"136";"Straße";"major";"Bundesland"
"06433014";"65";"67";"lden";"155";"Straße";"major";"Bundesland"
"06433014";"70";"72";"lden";"124";"Straße";"major";"Bundesland"
"06433014";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06433014";"50";"52";"lnight";"139";"Straße";"major";"Bundesland"
"06433014";"55";"57";"lnight";"158";"Straße";"major";"Bundesland"
"06433014";"60";"62";"lnight";"132";"Straße";"major";"Bundesland"
"06433014";"65";"67";"lnight";"1";"Straße";"major";"Bundesland"
"06433014";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06434001";"55";"57";"lden";"4444";"Straße";"major";"Bundesland"
"06434001";"60";"62";"lden";"1685";"Straße";"major";"Bundesland"
"06434001";"65";"67";"lden";"1147";"Straße";"major";"Bundesland"
"06434001";"70";"72";"lden";"865";"Straße";"major";"Bundesland"
"06434001";"75";"77";"lden";"6";"Straße";"major";"Bundesland"
"06434001";"50";"52";"lnight";"2651";"Straße";"major";"Bundesland"
"06434001";"55";"57";"lnight";"1210";"Straße";"major";"Bundesland"
"06434001";"60";"62";"lnight";"1016";"Straße";"major";"Bundesland"
"06434001";"65";"67";"lnight";"29";"Straße";"major";"Bundesland"
"06434001";"70";"72";"lnight";"1";"Straße";"major";"Bundesland"
"06434002";"55";"57";"lden";"5729";"Straße";"major";"Bundesland"
"06434002";"60";"62";"lden";"1915";"Straße";"major";"Bundesland"
"06434002";"65";"67";"lden";"819";"Straße";"major";"Bundesland"
"06434002";"70";"72";"lden";"114";"Straße";"major";"Bundesland"
"06434002";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06434002";"50";"52";"lnight";"3810";"Straße";"major";"Bundesland"
"06434002";"55";"57";"lnight";"1323";"Straße";"major";"Bundesland"
"06434002";"60";"62";"lnight";"238";"Straße";"major";"Bundesland"
"06434002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06434002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06434003";"55";"57";"lden";"38";"Straße";"major";"Bundesland"
"06434003";"60";"62";"lden";"29";"Straße";"major";"Bundesland"
"06434003";"65";"67";"lden";"23";"Straße";"major";"Bundesland"
"06434003";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06434003";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06434003";"50";"52";"lnight";"42";"Straße";"major";"Bundesland"
"06434003";"55";"57";"lnight";"25";"Straße";"major";"Bundesland"
"06434003";"60";"62";"lnight";"2";"Straße";"major";"Bundesland"
"06434003";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
